id,fecha,usuario,texto,tema,sentimiento,likes,reposts
31,2023-08-15,user_47901,"Como diría Camus, el concepto de inmediatez explica perfectamente lo que estamos viviendo hoy.",Generación Z y Crisis de Sentido,neutral,19284,2421
32,2022-11-26,user_35350,Vivimos en una época donde la identidad que cambia como tendencia ¿realmente nos hace felices?,Generación Z y Crisis de Sentido,positivo,26211,7382
33,2023-10-07,user_72699,¿Es cajas negras el mayor desafío de nuestra era? A veces parece que no tenemos salida.,IA y Pérdida de Autonomía,negativo,48503,3947
34,2022-03-04,user_83531,Vivimos en una época donde la falta de un futuro claro crea un vacío imposible de llenar.,Generación Z y Crisis de Sentido,negativo,13516,668
35,2023-01-31,user_48707,"Cada vez que Netflix elige por mí, perdemos la capacidad de elegir transformándonos en mercancía.",IA y Pérdida de Autonomía,neutral,1795,800
36,2022-12-04,user_92674,¿Es vacío existencial el mayor desafío de nuestra era? A veces parece que no tenemos salida.,Generación Z y Crisis de Sentido,negativo,27205,7471
37,2023-12-05,user_98267,¿Es algoritmos de TikTok el mayor desafío de nuestra era? A veces parece que no tenemos salida.,Generación Z y Crisis de Sentido,neutral,9477,3745
38,2023-01-30,user_51164,¿Es comodidad vs libertad el mayor desafío de nuestra era? A veces parece que no tenemos salida.,IA y Pérdida de Autonomía,neutral,32638,12724
39,2023-06-27,user_32341,"Como diría Huxley, el concepto de predicción de comportamiento explica perfectamente lo que estamos viviendo hoy.",IA y Pérdida de Autonomía,neutral,41036,15648
40,2022-08-20,user_40447,¿Somos usuarios o la autonomía es una ilusión transformándonos en mercancía.,IA y Pérdida de Autonomía,positivo,34912,9876
41,2022-05-29,user_25966,¿Es desocultamiento el mayor desafío de nuestra era? A veces parece que no tenemos salida.,IA y Pérdida de Autonomía,neutral,13174,5056
42,2022-01-20,user_98494,¿Somos usuarios o la tecnología decide nuestro futuro ¿dónde queda el humano?,IA y Pérdida de Autonomía,negativo,7087,988
43,2022-11-21,user_91938,¿Es vigilancia digital el mayor desafío de nuestra era? A veces parece que no tenemos salida.,IA y Pérdida de Autonomía,neutral,10762,1173
44,2022-08-17,user_77703,¿Es algoritmos de TikTok el mayor desafío de nuestra era? A veces parece que no tenemos salida.,Generación Z y Crisis de Sentido,neutral,21216,4773
45,2023-09-02,user_43399,La generación Z está atrapada en la pérdida de conexión real nos está consumiendo.,Generación Z y Crisis de Sentido,neutral,5179,264
46,2024-04-10,user_79002,A veces siento que la vida editada en redes nos deja más solos que nunca.,Generación Z y Crisis de Sentido,negativo,18367,3341
47,2023-09-16,user_57003,Sartre tenía razón: el exceso de opciones es el mito de Sísifo moderno.,Generación Z y Crisis de Sentido,positivo,45478,14313
48,2022-01-04,user_20548,"Como diría Bauman, el concepto de algoritmos de TikTok explica perfectamente lo que estamos viviendo hoy.",Generación Z y Crisis de Sentido,negativo,38584,3074
49,2023-05-23,user_96717,¿Es metarrelatos el mayor desafío de nuestra era? A veces parece que no tenemos salida.,Generación Z y Crisis de Sentido,negativo,45704,13752
50,2022-05-09,user_66340,"Como diría Foucault, el concepto de comodidad vs libertad explica perfectamente lo que estamos viviendo hoy.",IA y Pérdida de Autonomía,positivo,49718,4361
51,2023-11-14,user_66882,Me asusta pensar que somos simples recursos de datos y eso es terrorífico.,IA y Pérdida de Autonomía,neutral,38620,7555
52,2023-01-23,user_94300,"Cada vez que Netflix elige por mí, somos simples recursos de datos a cambio de comodidad.",IA y Pérdida de Autonomía,neutral,43055,10202
53,2022-02-19,user_76102,¿Es pensamiento crítico el mayor desafío de nuestra era? A veces parece que no tenemos salida.,IA y Pérdida de Autonomía,neutral,23133,7609
54,2022-06-11,user_15457,"En la era del Big Data, nuestras decisiones están pre-programadas y no nos damos cuenta.",IA y Pérdida de Autonomía,negativo,46786,3203
55,2022-02-19,user_59387,"La IA no es neutral, la tecnología decide nuestro futuro transformándonos en mercancía.",IA y Pérdida de Autonomía,negativo,19249,3064
56,2022-03-22,user_62112,Estamos cediendo nuestra libertad a la privacidad ha muerto a cambio de comodidad.,IA y Pérdida de Autonomía,negativo,22153,393
57,2023-06-12,user_13359,"Como diría Huxley, el concepto de manipulación explica perfectamente lo que estamos viviendo hoy.",IA y Pérdida de Autonomía,positivo,22774,1090
58,2024-03-20,user_98821,Vivimos en una época donde el scrolling infinito es agotador.,Generación Z y Crisis de Sentido,negativo,31304,1564
59,2023-05-20,user_2761,"En la era del Big Data, nuestras decisiones están pre-programadas mientras scrolleamos sin fin.",IA y Pérdida de Autonomía,neutral,45112,7400
60,2022-12-20,user_90498,El problema de hoy es la presión por ser productivo nos deja más solos que nunca.,Generación Z y Crisis de Sentido,negativo,15552,3978
61,2023-09-05,user_57753,Heidegger lo advirtió: el espacio público se ha privatizado y eso es terrorífico.,IA y Pérdida de Autonomía,neutral,15313,3191
62,2023-05-05,user_44386,"Como diría Habermas, el concepto de pensamiento crítico explica perfectamente lo que estamos viviendo hoy.",IA y Pérdida de Autonomía,positivo,40432,19201
63,2022-07-16,user_41434,Foucault hablaría hoy de la privacidad ha muerto transformándonos en mercancía.,IA y Pérdida de Autonomía,negativo,4661,1166
64,2022-07-08,user_2500,"Como diría Habermas, el concepto de manipulación explica perfectamente lo que estamos viviendo hoy.",IA y Pérdida de Autonomía,neutral,31434,6366
65,2023-09-02,user_70925,No sé si soy yo o la pérdida de conexión real no tiene sentido.,Generación Z y Crisis de Sentido,negativo,12140,148
66,2024-02-09,user_63286,"En la era del Big Data, nuestros deseos son manufacturados transformándonos en mercancía.",IA y Pérdida de Autonomía,negativo,47153,5796
67,2022-01-17,user_63901,¿Es autenticidad el mayor desafío de nuestra era? A veces parece que no tenemos salida.,Generación Z y Crisis de Sentido,negativo,12305,5683
68,2024-05-12,user_38378,¿Es vigilancia digital el mayor desafío de nuestra era? A veces parece que no tenemos salida.,IA y Pérdida de Autonomía,negativo,23871,2056
69,2022-12-05,user_51023,"Como diría Sartre, el concepto de autenticidad explica perfectamente lo que estamos viviendo hoy.",Generación Z y Crisis de Sentido,positivo,44074,698
70,2022-09-18,user_83322,"Como diría Bauman, el concepto de sociedad del cansancio explica perfectamente lo que estamos viviendo hoy.",Generación Z y Crisis de Sentido,neutral,12837,574
71,2022-02-27,user_38131,"En la era del Big Data, la privacidad ha muerto y no nos damos cuenta.",IA y Pérdida de Autonomía,negativo,2110,388
72,2023-07-07,user_94912,"Como diría Heidegger, el concepto de dataismo explica perfectamente lo que estamos viviendo hoy.",IA y Pérdida de Autonomía,negativo,49123,4906
73,2022-03-02,user_64128,"Como diría Sartre, el concepto de depresión explica perfectamente lo que estamos viviendo hoy.",Generación Z y Crisis de Sentido,positivo,30242,13145
74,2022-04-01,user_18719,Sartre tenía razón: la presión por ser productivo es agotador.,Generación Z y Crisis de Sentido,neutral,18070,4720
75,2023-10-15,user_95912,"Como diría Bauman, el concepto de algoritmos de TikTok explica perfectamente lo que estamos viviendo hoy.",Generación Z y Crisis de Sentido,neutral,46080,5228
76,2023-05-19,user_19548,A veces siento que la búsqueda constante de validación crea un vacío imposible de llenar.,Generación Z y Crisis de Sentido,positivo,28373,6154
77,2023-04-27,user_52768,La eficiencia tecnológica la manipulación es invisible mientras scrolleamos sin fin.,IA y Pérdida de Autonomía,positivo,26568,5113
78,2023-02-18,user_81857,Heidegger lo advirtió: somos simples recursos de datos para maximizar el engagement.,IA y Pérdida de Autonomía,neutral,33413,4382
79,2023-08-23,user_46917,"Como diría Heidegger, el concepto de comodidad vs libertad explica perfectamente lo que estamos viviendo hoy.",IA y Pérdida de Autonomía,negativo,43425,18077
80,2024-05-07,user_90421,El problema de hoy es la identidad que cambia como tendencia nos está consumiendo.,Generación Z y Crisis de Sentido,negativo,23136,9434
81,2023-12-15,user_98756,Leyendo a el scrolling infinito no tiene sentido.,Generación Z y Crisis de Sentido,negativo,31288,10891
82,2023-09-21,user_74912,Es increíble cómo la búsqueda constante de validación crea un vacío imposible de llenar.,Generación Z y Crisis de Sentido,neutral,10694,4175
83,2022-04-15,user_42783,No sé si soy yo o la búsqueda constante de validación crea un vacío imposible de llenar.,Generación Z y Crisis de Sentido,negativo,35310,538
84,2023-03-21,user_1651,Estamos cediendo nuestra libertad a nuestras decisiones están pre-programadas a cambio de comodidad.,IA y Pérdida de Autonomía,negativo,18365,747
85,2023-01-30,user_29322,Sartre tenía razón: la falta de un futuro claro ¿realmente nos hace felices?,Generación Z y Crisis de Sentido,neutral,35087,9737
86,2023-02-26,user_49446,Me asusta pensar que nuestros deseos son manufacturados controlando nuestra conducta.,IA y Pérdida de Autonomía,neutral,40159,7359
87,2022-10-11,user_29041,Me asusta pensar que perdemos la capacidad de elegir y no nos damos cuenta.,IA y Pérdida de Autonomía,positivo,15969,7765
88,2022-10-06,user_34007,El algoritmo sabe más de mí que nuestras decisiones están pre-programadas es el fin del libre albedrío.,IA y Pérdida de Autonomía,negativo,26924,11141
89,2023-12-12,user_51241,"Como diría Foucault, el concepto de vigilancia digital explica perfectamente lo que estamos viviendo hoy.",IA y Pérdida de Autonomía,negativo,11458,2881
90,2022-05-28,user_96251,La verdad es que el scrolling infinito nos deja más solos que nunca.,Generación Z y Crisis de Sentido,neutral,7162,1976
91,2022-11-23,user_65043,¿Es manipulación el mayor desafío de nuestra era? A veces parece que no tenemos salida.,IA y Pérdida de Autonomía,neutral,48450,19278
92,2022-03-31,user_62237,Foucault hablaría hoy de la privacidad ha muerto ¿dónde queda el humano?,IA y Pérdida de Autonomía,neutral,10856,536
93,2023-06-26,user_24465,¿Es algoritmos de TikTok el mayor desafío de nuestra era? A veces parece que no tenemos salida.,Generación Z y Crisis de Sentido,negativo,10678,247
94,2022-08-03,user_32616,El problema de hoy es la presión por ser productivo crea un vacío imposible de llenar.,Generación Z y Crisis de Sentido,neutral,24772,5718
95,2023-01-27,user_29400,¿Es depresión el mayor desafío de nuestra era? A veces parece que no tenemos salida.,Generación Z y Crisis de Sentido,neutral,39803,13085
96,2022-11-21,user_70184,Estamos cediendo nuestra libertad a somos simples recursos de datos transformándonos en mercancía.,IA y Pérdida de Autonomía,positivo,43262,5892
97,2022-06-16,user_51187,"Como diría Lyotard, el concepto de depresión explica perfectamente lo que estamos viviendo hoy.",Generación Z y Crisis de Sentido,negativo,15835,6959
98,2022-01-05,user_4688,"Como diría Heidegger, el concepto de burbuja de filtros explica perfectamente lo que estamos viviendo hoy.",IA y Pérdida de Autonomía,positivo,46982,17461
99,2023-03-29,user_75664,Foucault hablaría hoy de vivimos en un panóptico digital para maximizar el engagement.,IA y Pérdida de Autonomía,neutral,32463,15983
100,2023-05-11,user_67129,La verdad es que la vida editada en redes crea un vacío imposible de llenar.,Generación Z y Crisis de Sentido,neutral,9263,1707
101,2023-01-23,user_94950,Foucault hablaría hoy de vivimos en un panóptico digital ¿dónde queda el humano?,IA y Pérdida de Autonomía,neutral,27782,3977
102,2022-09-06,user_89911,¿Es hiperconectividad el mayor desafío de nuestra era? A veces parece que no tenemos salida.,Generación Z y Crisis de Sentido,positivo,28198,13094
103,2023-04-03,user_16781,La verdad es que el exceso de opciones es agotador.,Generación Z y Crisis de Sentido,negativo,41830,12265
104,2023-07-06,user_32502,"Como diría Orwell, el concepto de cajas negras explica perfectamente lo que estamos viviendo hoy.",IA y Pérdida de Autonomía,negativo,48608,1135
105,2023-03-30,user_75302,¿Es sociedad del cansancio el mayor desafío de nuestra era? A veces parece que no tenemos salida.,Generación Z y Crisis de Sentido,positivo,41735,20389
106,2022-11-23,user_2371,"Como diría Lyotard, el concepto de narcisismo digital explica perfectamente lo que estamos viviendo hoy.",Generación Z y Crisis de Sentido,negativo,37453,5478
107,2023-04-30,user_4558,"La IA no es neutral, el espacio público se ha privatizado mientras scrolleamos sin fin.",IA y Pérdida de Autonomía,neutral,40369,7107
108,2023-08-16,user_16638,¿Es metarrelatos el mayor desafío de nuestra era? A veces parece que no tenemos salida.,Generación Z y Crisis de Sentido,neutral,37749,1252
109,2023-11-02,user_79044,"La IA no es neutral, la manipulación es invisible transformándonos en mercancía.",IA y Pérdida de Autonomía,neutral,48673,2690
110,2024-04-25,user_88268,¿Es manipulación el mayor desafío de nuestra era? A veces parece que no tenemos salida.,IA y Pérdida de Autonomía,negativo,11050,3498
111,2023-11-26,user_29445,"Como diría Foucault, el concepto de comodidad vs libertad explica perfectamente lo que estamos viviendo hoy.",IA y Pérdida de Autonomía,negativo,41882,1035
112,2023-04-13,user_35942,La verdad es que el exceso de opciones ¿realmente nos hace felices?,Generación Z y Crisis de Sentido,neutral,48526,8099
113,2023-01-18,user_24088,"Como diría Bauman, el concepto de metarrelatos explica perfectamente lo que estamos viviendo hoy.",Generación Z y Crisis de Sentido,negativo,22102,5736
114,2023-10-07,user_70570,La generación Z está atrapada en la vida editada en redes es el mito de Sísifo moderno.,Generación Z y Crisis de Sentido,negativo,33684,11484
115,2024-03-17,user_59823,¿Es vacío existencial el mayor desafío de nuestra era? A veces parece que no tenemos salida.,Generación Z y Crisis de Sentido,negativo,7782,1443
116,2022-04-06,user_3803,La generación Z está atrapada en la presión por ser productivo crea un vacío imposible de llenar.,Generación Z y Crisis de Sentido,neutral,14790,2291
117,2022-06-01,user_19258,"Como diría Camus, el concepto de ansiedad explica perfectamente lo que estamos viviendo hoy.",Generación Z y Crisis de Sentido,neutral,18572,5195
118,2023-08-13,user_75464,Sartre tenía razón: la búsqueda constante de validación crea un vacío imposible de llenar.,Generación Z y Crisis de Sentido,negativo,15276,2699
119,2022-01-18,user_40315,¿Es autenticidad el mayor desafío de nuestra era? A veces parece que no tenemos salida.,Generación Z y Crisis de Sentido,neutral,45761,1792
120,2022-01-14,user_94439,Sartre tenía razón: la falta de un futuro claro es la nueva forma de esclavitud.,Generación Z y Crisis de Sentido,negativo,37706,9550
121,2022-12-10,user_97853,Me asusta pensar que vivimos en un panóptico digital y eso es terrorífico.,IA y Pérdida de Autonomía,positivo,26888,9221
122,2023-01-03,user_40435,Es increíble cómo la falta de un futuro claro no tiene sentido.,Generación Z y Crisis de Sentido,negativo,13048,5290
123,2022-01-02,user_75107,¿Es depresión el mayor desafío de nuestra era? A veces parece que no tenemos salida.,Generación Z y Crisis de Sentido,positivo,25893,4213
124,2022-06-24,user_81033,No sé si soy yo o la presión por ser productivo nos está consumiendo.,Generación Z y Crisis de Sentido,neutral,38078,11013
125,2023-05-27,user_22386,A veces siento que la cultura de la cancelación nos está consumiendo.,Generación Z y Crisis de Sentido,negativo,48816,3662
126,2024-03-26,user_25263,¿Es burbuja de filtros el mayor desafío de nuestra era? A veces parece que no tenemos salida.,IA y Pérdida de Autonomía,neutral,30737,2339
127,2023-03-04,user_30302,Heidegger lo advirtió: perdemos la capacidad de elegir es el fin del libre albedrío.,IA y Pérdida de Autonomía,neutral,12053,1208
128,2023-02-01,user_35486,¿Es depresión el mayor desafío de nuestra era? A veces parece que no tenemos salida.,Generación Z y Crisis de Sentido,negativo,27257,2152
129,2023-01-06,user_44151,Me asusta pensar que la manipulación es invisible y eso es terrorífico.,IA y Pérdida de Autonomía,positivo,21525,1290
130,2023-03-29,user_10066,¿Es narcisismo digital el mayor desafío de nuestra era? A veces parece que no tenemos salida.,Generación Z y Crisis de Sentido,positivo,32511,4273
131,2022-06-12,user_46280,"Como diría Habermas, el concepto de cajas negras explica perfectamente lo que estamos viviendo hoy.",IA y Pérdida de Autonomía,negativo,9927,3767
132,2023-07-01,user_69756,"Como diría Foucault, el concepto de predicción de comportamiento explica perfectamente lo que estamos viviendo hoy.",IA y Pérdida de Autonomía,neutral,38672,14849
133,2023-10-12,user_26353,¿Es hiperconectividad el mayor desafío de nuestra era? A veces parece que no tenemos salida.,Generación Z y Crisis de Sentido,negativo,32665,1248
134,2023-12-19,user_72959,¿Es control algorítmico el mayor desafío de nuestra era? A veces parece que no tenemos salida.,IA y Pérdida de Autonomía,neutral,48063,5083
135,2023-01-11,user_43249,"Cada vez que Netflix elige por mí, la privacidad ha muerto es el fin del libre albedrío.",IA y Pérdida de Autonomía,neutral,2913,490
136,2022-07-30,user_70866,A veces siento que la pérdida de conexión real es el mito de Sísifo moderno.,Generación Z y Crisis de Sentido,negativo,46586,13313
137,2023-09-12,user_77046,La eficiencia tecnológica la tecnología decide nuestro futuro y eso es terrorífico.,IA y Pérdida de Autonomía,negativo,25810,8502
138,2022-12-05,user_33148,¿Somos usuarios o la tecnología decide nuestro futuro y no nos damos cuenta.,IA y Pérdida de Autonomía,neutral,41890,10139
139,2022-04-02,user_95031,¿Es cajas negras el mayor desafío de nuestra era? A veces parece que no tenemos salida.,IA y Pérdida de Autonomía,negativo,25270,9637
140,2022-02-24,user_93062,¿Es vacío existencial el mayor desafío de nuestra era? A veces parece que no tenemos salida.,Generación Z y Crisis de Sentido,neutral,31542,8708
141,2022-09-29,user_43395,Vivimos en una época donde la falta de un futuro claro es la nueva forma de esclavitud.,Generación Z y Crisis de Sentido,neutral,29440,5337
142,2022-05-22,user_4781,¿Alguien más piensa que la identidad que cambia como tendencia es la nueva forma de esclavitud.,Generación Z y Crisis de Sentido,neutral,1646,11
143,2022-07-05,user_90496,¿Es control algorítmico el mayor desafío de nuestra era? A veces parece que no tenemos salida.,IA y Pérdida de Autonomía,positivo,21399,6815
144,2023-04-06,user_44458,¿Es pensamiento crítico el mayor desafío de nuestra era? A veces parece que no tenemos salida.,IA y Pérdida de Autonomía,negativo,30076,10503
145,2022-05-12,user_1417,¿Es privacidad el mayor desafío de nuestra era? A veces parece que no tenemos salida.,IA y Pérdida de Autonomía,negativo,12422,140
146,2022-10-31,user_47680,¿Somos usuarios o la privacidad ha muerto transformándonos en mercancía.,IA y Pérdida de Autonomía,negativo,32437,2158
147,2022-05-17,user_24310,Heidegger lo advirtió: la privacidad ha muerto es el fin del libre albedrío.,IA y Pérdida de Autonomía,neutral,17324,4895
148,2023-08-10,user_527,¿Es identidad líquida el mayor desafío de nuestra era? A veces parece que no tenemos salida.,Generación Z y Crisis de Sentido,negativo,29571,9808
149,2022-04-08,user_31437,¿Somos usuarios o la tecnología decide nuestro futuro sin ética alguna.,IA y Pérdida de Autonomía,neutral,9972,4034
150,2023-05-22,user_97452,¿Somos usuarios o somos simples recursos de datos mientras scrolleamos sin fin.,IA y Pérdida de Autonomía,neutral,41735,8848
151,2022-09-18,user_25367,"Como diría Huxley, el concepto de vigilancia digital explica perfectamente lo que estamos viviendo hoy.",IA y Pérdida de Autonomía,neutral,21371,4296
152,2024-03-21,user_64513,"En la era del Big Data, la autonomía es una ilusión y no nos damos cuenta.",IA y Pérdida de Autonomía,negativo,28493,11110
153,2024-04-17,user_93634,¿Alguien más piensa que el deseo de ser viral es el mito de Sísifo moderno.,Generación Z y Crisis de Sentido,neutral,19662,5212
154,2023-12-21,user_45298,¿Es comodidad vs libertad el mayor desafío de nuestra era? A veces parece que no tenemos salida.,IA y Pérdida de Autonomía,neutral,1417,335
155,2023-05-06,user_51751,¿Es burbuja de filtros el mayor desafío de nuestra era? A veces parece que no tenemos salida.,IA y Pérdida de Autonomía,negativo,30436,5125
156,2022-02-18,user_42458,¿Es privacidad el mayor desafío de nuestra era? A veces parece que no tenemos salida.,IA y Pérdida de Autonomía,neutral,11251,1882
157,2023-10-13,user_29283,¿Es cajas negras el mayor desafío de nuestra era? A veces parece que no tenemos salida.,IA y Pérdida de Autonomía,neutral,29374,11082
158,2022-04-24,user_59612,Leyendo a el scrolling infinito ¿realmente nos hace felices?,Generación Z y Crisis de Sentido,negativo,49617,22020
159,2022-10-28,user_21773,¿Somos usuarios o perdemos la capacidad de elegir mientras scrolleamos sin fin.,IA y Pérdida de Autonomía,neutral,31809,12419
160,2022-10-26,user_87926,¿Alguien más piensa que la cultura de la cancelación es la nueva forma de esclavitud.,Generación Z y Crisis de Sentido,negativo,31166,6235
161,2023-01-01,user_55940,¿Es depresión el mayor desafío de nuestra era? A veces parece que no tenemos salida.,Generación Z y Crisis de Sentido,negativo,22366,683
162,2023-06-28,user_42425,¿Es algoritmos de TikTok el mayor desafío de nuestra era? A veces parece que no tenemos salida.,Generación Z y Crisis de Sentido,negativo,49904,10886
163,2022-06-07,user_11274,"Como diría Habermas, el concepto de burbuja de filtros explica perfectamente lo que estamos viviendo hoy.",IA y Pérdida de Autonomía,negativo,19265,4380
164,2022-02-24,user_85286,¿Es algoritmos de TikTok el mayor desafío de nuestra era? A veces parece que no tenemos salida.,Generación Z y Crisis de Sentido,negativo,1902,796
165,2023-03-03,user_76671,La eficiencia tecnológica vivimos en un panóptico digital mientras scrolleamos sin fin.,IA y Pérdida de Autonomía,neutral,17996,8232
166,2022-03-15,user_54241,¿Es vacío existencial el mayor desafío de nuestra era? A veces parece que no tenemos salida.,Generación Z y Crisis de Sentido,negativo,35941,13476
167,2023-10-22,user_25469,¿Es narcisismo digital el mayor desafío de nuestra era? A veces parece que no tenemos salida.,Generación Z y Crisis de Sentido,negativo,45850,20401
168,2022-07-21,user_64628,¿Somos usuarios o vivimos en un panóptico digital controlando nuestra conducta.,IA y Pérdida de Autonomía,neutral,42861,6118
169,2022-02-05,user_67807,¿Es privacidad el mayor desafío de nuestra era? A veces parece que no tenemos salida.,IA y Pérdida de Autonomía,neutral,1272,304
170,2024-04-11,user_30227,"Como diría Foucault, el concepto de control algorítmico explica perfectamente lo que estamos viviendo hoy.",IA y Pérdida de Autonomía,negativo,35278,12853
171,2024-05-22,user_51314,Sartre tenía razón: la vida editada en redes es la nueva forma de esclavitud.,Generación Z y Crisis de Sentido,neutral,16847,3114
172,2023-01-29,user_84033,"Como diría Habermas, el concepto de control algorítmico explica perfectamente lo que estamos viviendo hoy.",IA y Pérdida de Autonomía,neutral,45608,22518
173,2023-02-28,user_34563,"Como diría Habermas, el concepto de predicción de comportamiento explica perfectamente lo que estamos viviendo hoy.",IA y Pérdida de Autonomía,positivo,22745,8763
174,2024-02-17,user_56755,La eficiencia tecnológica el espacio público se ha privatizado transformándonos en mercancía.,IA y Pérdida de Autonomía,neutral,21396,4308
175,2022-09-24,user_58557,"Como diría Orwell, el concepto de desocultamiento explica perfectamente lo que estamos viviendo hoy.",IA y Pérdida de Autonomía,neutral,21339,5107
176,2022-02-14,user_639,¿Es falta de compromiso el mayor desafío de nuestra era? A veces parece que no tenemos salida.,Generación Z y Crisis de Sentido,neutral,11421,2717
177,2023-07-26,user_75795,¿Es burbuja de filtros el mayor desafío de nuestra era? A veces parece que no tenemos salida.,IA y Pérdida de Autonomía,neutral,6722,490
178,2023-10-02,user_69925,Vivimos en una época donde la presión por ser productivo nos está consumiendo.,Generación Z y Crisis de Sentido,positivo,38055,1436
179,2023-12-09,user_31139,¿Es depresión el mayor desafío de nuestra era? A veces parece que no tenemos salida.,Generación Z y Crisis de Sentido,neutral,35395,14123
180,2022-12-08,user_72406,La generación Z está atrapada en el scrolling infinito crea un vacío imposible de llenar.,Generación Z y Crisis de Sentido,neutral,26998,1802
181,2023-10-15,user_92209,"Cada vez que Netflix elige por mí, el espacio público se ha privatizado mientras scrolleamos sin fin.",IA y Pérdida de Autonomía,neutral,37905,16990
