id,fecha,usuario,texto,tema,sentimiento,likes,reposts
15,2023-07-21,user_60851,La verdad incómoda es que la soledad conectada convierte todo en mercancía.,Generación Z y Crisis de Sentido,negativo,26874,11075
16,2022-09-15,user_3689,Lo más triste de hoy es que la externalización de la memoria está cambiando la forma en que nos relacionamos. Ya nada es igual.,IA y Pérdida de Autonomía,negativo,19163,1119
17,2022-02-19,user_8568,La autoexplotación nos deja exhaustos y vacíos. Es innegable.,Generación Z y Crisis de Sentido,neutral,5049,2330
18,2022-12-21,user_40749,¿Es realmente una elección si tres opciones fueron preseleccionadas por un código?,IA y Pérdida de Autonomía,neutral,48360,20482
19,2023-03-18,user_23725,¿Es la precariedad emocional el precio inevitable de la modernidad?,Generación Z y Crisis de Sentido,negativo,18889,652
20,2024-03-07,user_12553,¿De qué sirve estar conectado con mil personas si te sientes solo el viernes por la noche?,Generación Z y Crisis de Sentido,neutral,57183,27453
21,2022-05-12,user_94935,¿Podremos alguna vez escapar de el determinismo tecnológico?,IA y Pérdida de Autonomía,negativo,23836,6429
22,2022-03-14,user_73953,el sesgo automatizado es exactamente lo que Aldous Huxley temía.,IA y Pérdida de Autonomía,negativo,59763,14122
23,2024-04-16,user_73974,Nos vendieron libertad y compramos una jaula de oro digital.,IA y Pérdida de Autonomía,negativo,5269,2404
24,2024-05-12,user_83406,"El algoritmo no entiende de angustia existencial, solo de retención.",Generación Z y Crisis de Sentido,negativo,39356,1121
25,2023-02-11,user_96331,¿De qué sirve estar conectado con mil personas si te sientes solo el viernes por la noche?,Generación Z y Crisis de Sentido,negativo,56662,23261
26,2022-09-25,user_21946,El sesgo automatizado socava la democracia silenciosamente. Es innegable.,IA y Pérdida de Autonomía,neutral,511,221
27,2023-04-07,user_19298,El dataismo es el fin de la privacidad. Es innegable.,IA y Pérdida de Autonomía,negativo,8354,675
28,2022-10-25,user_12160,"Como diría Shoshana Zuboff, estamos atrapados en el dataismo.",IA y Pérdida de Autonomía,neutral,23427,8510
29,2024-04-24,user_93736,Me preocupa que el control social sutil está cambiando la forma en que nos relacionamos. Ya nada es igual.,IA y Pérdida de Autonomía,negativo,17533,2163
30,2023-10-11,user_29357,"Sinceramente, la falta de compromiso está cambiando la forma en que nos relacionamos. Ya nada es igual.",Generación Z y Crisis de Sentido,neutral,27189,3338
31,2024-04-28,user_5809,¿De qué sirve estar conectado con mil personas si te sientes solo el viernes por la noche?,Generación Z y Crisis de Sentido,neutral,35343,12500
32,2022-05-19,user_52345,"Leyendo sobre esto, pienso que la autoexplotación está cambiando la forma en que nos relacionamos. Ya nada es igual.",Generación Z y Crisis de Sentido,neutral,47930,2325
33,2024-02-01,user_72040,El scroll infinito es el nuevo opio del pueblo. Es innegable.,Generación Z y Crisis de Sentido,negativo,35297,15637
34,2023-11-04,user_11352,Hemos cambiado la eternidad por la viralidad momentánea.,Generación Z y Crisis de Sentido,positivo,38768,3474
35,2022-08-24,user_96825,Buscar sentido en un feed de TikTok es como buscar agua en el desierto.,Generación Z y Crisis de Sentido,negativo,59697,10186
36,2023-02-11,user_5832,"No sé si es paranoia, pero la caja negra de la IA es el nuevo panóptico.",IA y Pérdida de Autonomía,neutral,45639,16230
37,2024-03-28,user_37592,"Leyendo sobre esto, pienso que el burnout generacional ha reemplazado a la comunidad real.",Generación Z y Crisis de Sentido,positivo,2413,341
38,2023-07-24,user_78488,"Leyendo sobre esto, pienso que el narcisismo digital define nuestra era.",Generación Z y Crisis de Sentido,positivo,41640,1247
39,2022-08-24,user_64540,"Irónicamente, el dataismo está cambiando la forma en que nos relacionamos. Ya nada es igual.",IA y Pérdida de Autonomía,positivo,18803,7033
40,2023-02-06,user_81063,Vivimos editando nuestra vida para que encaje en 15 segundos.,Generación Z y Crisis de Sentido,neutral,28803,12760
41,2023-11-24,user_31428,Buscar sentido en un feed de TikTok es como buscar agua en el desierto.,Generación Z y Crisis de Sentido,negativo,20199,5340
42,2022-12-04,user_21524,La externalización de la memoria reduce la complejidad humana a datos. Es innegable.,IA y Pérdida de Autonomía,negativo,56574,13416
43,2023-08-26,user_517,"Leyendo sobre esto, pienso que el control social sutil está cambiando la forma en que nos relacionamos. Ya nada es igual.",IA y Pérdida de Autonomía,neutral,7728,1796
44,2023-08-22,user_16532,Nos vendieron libertad y compramos una jaula de oro digital.,IA y Pérdida de Autonomía,neutral,13899,4288
45,2023-01-03,user_36187,¿Somos conscientes de la validación externa o simplemente lo aceptamos?,Generación Z y Crisis de Sentido,negativo,5786,1163
46,2022-10-26,user_36865,"Si el algoritmo decide qué veo, ¿quién decide qué pienso?",IA y Pérdida de Autonomía,negativo,7715,1615
47,2024-03-17,user_48210,"No sé si es paranoia, pero el determinismo tecnológico reduce la complejidad humana a datos.",IA y Pérdida de Autonomía,positivo,23378,11685
48,2023-07-25,user_18872,Es evidente que el biopoder está cambiando la forma en que nos relacionamos. Ya nada es igual.,IA y Pérdida de Autonomía,neutral,54808,14378
49,2022-04-16,user_9679,"El algoritmo no entiende de angustia existencial, solo de retención.",Generación Z y Crisis de Sentido,negativo,55153,24983
50,2023-09-02,user_68675,"Irónicamente, el scroll infinito está cambiando la forma en que nos relacionamos. Ya nada es igual.",Generación Z y Crisis de Sentido,neutral,13850,2187
51,2024-02-28,user_65012,La verdad incómoda es que el biopoder está cambiando la forma en que nos relacionamos. Ya nada es igual.,IA y Pérdida de Autonomía,negativo,22120,5172
52,2022-01-28,user_57053,Sartre ya lo anticipó: la hiperconectividad es el gran desafío.,Generación Z y Crisis de Sentido,positivo,36950,10378
53,2023-06-12,user_42400,"Si el algoritmo decide qué veo, ¿quién decide qué pienso?",IA y Pérdida de Autonomía,positivo,4613,1924
54,2022-12-24,user_85537,"Leyendo sobre esto, pienso que la pérdida de privacidad está cambiando la forma en que nos relacionamos. Ya nada es igual.",IA y Pérdida de Autonomía,positivo,9118,3876
55,2023-12-18,user_11429,Entregamos nuestros datos biométricos por un filtro de orejas de perro.,IA y Pérdida de Autonomía,neutral,28304,1172
56,2024-05-13,user_32573,La cultura del rendimiento es una trampa brillante. Es innegable.,Generación Z y Crisis de Sentido,neutral,55495,25060
57,2024-04-28,user_22688,La hiperconectividad nos roba el futuro. Es innegable.,Generación Z y Crisis de Sentido,negativo,22839,4590
58,2024-05-06,user_92945,La ansiedad social es la enfermedad del siglo XXI. Es innegable.,Generación Z y Crisis de Sentido,neutral,30930,11868
59,2022-12-08,user_56704,¿De qué sirve estar conectado con mil personas si te sientes solo el viernes por la noche?,Generación Z y Crisis de Sentido,negativo,42366,5931
60,2023-05-18,user_67382,"Si Byung-Chul Han viera la tiranía del like hoy, estaría aterrorizado.",Generación Z y Crisis de Sentido,neutral,38506,13210
61,2022-09-07,user_53415,"No sé si es paranoia, pero la manipulación conductual está cambiando la forma en que nos relacionamos. Ya nada es igual.",IA y Pérdida de Autonomía,neutral,55034,14907
62,2022-09-07,user_5309,"Sinceramente, la falta de compromiso está cambiando la forma en que nos relacionamos. Ya nada es igual.",Generación Z y Crisis de Sentido,neutral,52034,3723
63,2022-11-23,user_80899,La externalización de la memoria es el nuevo panóptico. Es innegable.,IA y Pérdida de Autonomía,negativo,23067,31
64,2024-01-11,user_79147,La cultura del rendimiento convierte todo en mercancía. Es innegable.,Generación Z y Crisis de Sentido,neutral,47954,16614
65,2023-12-21,user_62190,Lo más triste de hoy es que la cultura del rendimiento está cambiando la forma en que nos relacionamos. Ya nada es igual.,Generación Z y Crisis de Sentido,negativo,32561,2119
66,2022-08-21,user_96898,Lo más triste de hoy es que el sesgo automatizado está cambiando la forma en que nos relacionamos. Ya nada es igual.,IA y Pérdida de Autonomía,neutral,9767,4835
67,2023-04-30,user_46528,"Desde una perspectiva filosófica, la identidad líquida está cambiando la forma en que nos relacionamos. Ya nada es igual.",Generación Z y Crisis de Sentido,neutral,47580,19230
68,2022-05-26,user_45132,"Desde una perspectiva filosófica, la precariedad emocional nos está consumiendo.",Generación Z y Crisis de Sentido,negativo,9837,4177
69,2023-05-18,user_11275,La servidumbre voluntaria reduce la complejidad humana a datos. Es innegable.,IA y Pérdida de Autonomía,neutral,36303,13736
70,2023-06-29,user_4708,"Ya no usamos la tecnología, la tecnología nos usa a nosotros.",IA y Pérdida de Autonomía,positivo,5562,2510
71,2023-01-14,user_37833,"Desde una perspectiva filosófica, el control social sutil está cambiando la forma en que nos relacionamos. Ya nada es igual.",IA y Pérdida de Autonomía,neutral,48743,15982
72,2022-05-18,user_62524,La verdad incómoda es que el biopoder está cambiando la forma en que nos relacionamos. Ya nada es igual.,IA y Pérdida de Autonomía,negativo,59840,26255
73,2022-11-06,user_75330,"Como diría Heidegger, estamos atrapados en la vigilancia algorítmica.",IA y Pérdida de Autonomía,negativo,15747,6652
74,2022-01-29,user_68015,¿Somos conscientes de la vigilancia algorítmica o simplemente lo aceptamos?,IA y Pérdida de Autonomía,neutral,17604,6218
75,2023-05-29,user_58637,¿Somos conscientes de el biopoder o simplemente lo aceptamos?,IA y Pérdida de Autonomía,neutral,20544,1979
76,2023-09-01,user_59196,¿Es el vacío existencial el precio inevitable de la modernidad?,Generación Z y Crisis de Sentido,negativo,43460,16102
77,2022-03-25,user_8911,Nadie habla suficiente de cómo la manipulación conductual es el nuevo panóptico.,IA y Pérdida de Autonomía,negativo,59907,946
78,2022-05-05,user_91862,Me preocupa que el dataismo está cambiando la forma en que nos relacionamos. Ya nada es igual.,IA y Pérdida de Autonomía,negativo,51261,1599
79,2023-03-30,user_64533,"No sé si es paranoia, pero la vigilancia algorítmica está cambiando la forma en que nos relacionamos. Ya nada es igual.",IA y Pérdida de Autonomía,positivo,23505,2249
80,2023-03-18,user_5239,La verdad incómoda es que la tiranía del like está cambiando la forma en que nos relacionamos. Ya nada es igual.,Generación Z y Crisis de Sentido,negativo,38319,2590
81,2023-03-02,user_48228,Me preocupa que la predicción del comportamiento está cambiando la forma en que nos relacionamos. Ya nada es igual.,IA y Pérdida de Autonomía,positivo,979,329
82,2023-07-07,user_78133,Es evidente que la hiperconectividad ha reemplazado a la comunidad real.,Generación Z y Crisis de Sentido,positivo,38293,12925
83,2022-11-14,user_78611,La identidad líquida nos impide ser auténticos. Es innegable.,Generación Z y Crisis de Sentido,negativo,22343,7329
84,2024-05-17,user_44312,"Releyendo a George Orwell, entiendo mejor por qué la externalización de la memoria nos afecta tanto.",IA y Pérdida de Autonomía,neutral,7816,3562
85,2023-08-31,user_72625,"Sinceramente, la pérdida de privacidad está cambiando la forma en que nos relacionamos. Ya nada es igual.",IA y Pérdida de Autonomía,neutral,27461,1109
86,2023-06-04,user_53367,Me preocupa que la pérdida de privacidad está cambiando la forma en que nos relacionamos. Ya nada es igual.,IA y Pérdida de Autonomía,neutral,55460,17606
87,2023-10-01,user_91098,"Sinceramente, la hiperconectividad está cambiando la forma en que nos relacionamos. Ya nada es igual.",Generación Z y Crisis de Sentido,neutral,24910,12008
88,2022-04-26,user_93831,El sesgo automatizado reduce la complejidad humana a datos. Es innegable.,IA y Pérdida de Autonomía,negativo,55728,7373
89,2023-07-25,user_50024,La soledad conectada define nuestra era. Es innegable.,Generación Z y Crisis de Sentido,neutral,36568,2803
90,2023-08-15,user_20730,Me preocupa que la pérdida de privacidad transforma al ciudadano en usuario.,IA y Pérdida de Autonomía,neutral,32120,13585
91,2023-01-24,user_33184,"La IA no crea, solo recicla lo que ya fuimos. ¿Dónde queda la novedad humana?",IA y Pérdida de Autonomía,positivo,21697,5078
92,2022-08-16,user_45341,El scroll infinito es la enfermedad del siglo XXI. Es innegable.,Generación Z y Crisis de Sentido,negativo,58531,25818
93,2022-04-11,user_28316,Byung-Chul Han ya lo anticipó: el miedo a perderse algo (FOMO) es el gran desafío.,Generación Z y Crisis de Sentido,negativo,28549,3847
94,2023-10-28,user_6265,"Sinceramente, la autoexplotación está cambiando la forma en que nos relacionamos. Ya nada es igual.",Generación Z y Crisis de Sentido,neutral,3779,1623
95,2023-12-04,user_57558,Es evidente que el burnout generacional está cambiando la forma en que nos relacionamos. Ya nada es igual.,Generación Z y Crisis de Sentido,negativo,44980,8345
96,2023-08-25,user_97792,¿Es el miedo a perderse algo (FOMO) el precio inevitable de la modernidad?,Generación Z y Crisis de Sentido,neutral,39301,12843
97,2022-05-04,user_97248,"Desde una perspectiva filosófica, el vacío existencial crea un abismo inmensurable.",Generación Z y Crisis de Sentido,neutral,26912,2556
98,2023-03-19,user_42191,La vigilancia algorítmica socava la democracia silenciosamente. Es innegable.,IA y Pérdida de Autonomía,neutral,28032,7542
99,2022-07-24,user_49024,"En el futuro, el acto más rebelde será ser impredecible para el algoritmo.",IA y Pérdida de Autonomía,negativo,11709,593
100,2022-11-02,user_96281,La tiranía del like define nuestra era. Es innegable.,Generación Z y Crisis de Sentido,neutral,5069,828
101,2023-07-04,user_38356,"Releyendo a Mark Fisher, entiendo mejor por qué la autoexplotación nos afecta tanto.",Generación Z y Crisis de Sentido,neutral,56204,1245
102,2023-03-14,user_43438,La verdad incómoda es que el determinismo tecnológico está cambiando la forma en que nos relacionamos. Ya nada es igual.,IA y Pérdida de Autonomía,negativo,30941,4722
103,2022-12-26,user_60690,Lo más triste de hoy es que el narcisismo digital está cambiando la forma en que nos relacionamos. Ya nada es igual.,Generación Z y Crisis de Sentido,negativo,21311,10300
104,2023-08-05,user_86559,La verdad incómoda es que el dataismo es el nuevo panóptico.,IA y Pérdida de Autonomía,negativo,7640,656
105,2024-03-29,user_63743,Aldous Huxley ya lo anticipó: el determinismo tecnológico es el gran desafío.,IA y Pérdida de Autonomía,neutral,31546,5284
106,2023-05-11,user_22157,"No sé si es paranoia, pero la externalización de la memoria está cambiando la forma en que nos relacionamos. Ya nada es igual.",IA y Pérdida de Autonomía,negativo,5747,496
107,2022-09-28,user_14971,¿Es la pérdida de privacidad el precio inevitable de la modernidad?,IA y Pérdida de Autonomía,negativo,40627,15913
108,2022-07-04,user_9636,Es evidente que la manipulación conductual moldea nuestros deseos sin permiso.,IA y Pérdida de Autonomía,neutral,5551,2463
109,2023-12-07,user_37845,¿Es la pérdida de privacidad el precio inevitable de la modernidad?,IA y Pérdida de Autonomía,positivo,28470,7891
110,2022-07-28,user_74639,Me preocupa que la tiranía del like está cambiando la forma en que nos relacionamos. Ya nada es igual.,Generación Z y Crisis de Sentido,negativo,44172,5604
111,2022-08-31,user_73004,Me preocupa que la externalización de la memoria está cambiando la forma en que nos relacionamos. Ya nada es igual.,IA y Pérdida de Autonomía,negativo,2616,229
112,2022-07-06,user_22424,"Sinceramente, el vacío existencial ha reemplazado a la comunidad real.",Generación Z y Crisis de Sentido,neutral,44417,12392
113,2023-02-28,user_98647,¿Podremos alguna vez escapar de el control social sutil?,IA y Pérdida de Autonomía,neutral,19817,6621
114,2023-05-27,user_24000,Me preocupa que el dataismo está cambiando la forma en que nos relacionamos. Ya nada es igual.,IA y Pérdida de Autonomía,negativo,22983,5147
115,2023-03-26,user_60139,"Leyendo sobre esto, pienso que la autoexplotación está cambiando la forma en que nos relacionamos. Ya nada es igual.",Generación Z y Crisis de Sentido,neutral,19330,8503
116,2023-10-16,user_25680,La soledad conectada es el nuevo opio del pueblo. Es innegable.,Generación Z y Crisis de Sentido,neutral,12975,3709
117,2024-03-06,user_31441,"Desde una perspectiva filosófica, el miedo a perderse algo (FOMO) es una trampa brillante.",Generación Z y Crisis de Sentido,negativo,39798,5079
118,2024-05-25,user_32749,Lo más triste de hoy es que la precariedad emocional ha reemplazado a la comunidad real.,Generación Z y Crisis de Sentido,neutral,21164,6681
119,2022-01-14,user_69971,La verdad incómoda es que la falta de compromiso convierte todo en mercancía.,Generación Z y Crisis de Sentido,neutral,52595,19576
120,2023-01-25,user_73176,"Releyendo a Michel Foucault, entiendo mejor por qué el determinismo tecnológico nos afecta tanto.",IA y Pérdida de Autonomía,neutral,32135,14784
121,2024-05-07,user_46237,¿De qué sirve estar conectado con mil personas si te sientes solo el viernes por la noche?,Generación Z y Crisis de Sentido,negativo,25173,4126
122,2024-02-03,user_58830,"Desde una perspectiva filosófica, la tiranía del like está cambiando la forma en que nos relacionamos. Ya nada es igual.",Generación Z y Crisis de Sentido,negativo,49259,1090
123,2022-11-03,user_67842,"El problema no es que las máquinas piensen, sino que los humanos dejemos de hacerlo.",IA y Pérdida de Autonomía,neutral,29946,7442
124,2022-01-26,user_99059,"Desde una perspectiva filosófica, la vigilancia algorítmica socava la democracia silenciosamente.",IA y Pérdida de Autonomía,neutral,32434,16001
125,2024-01-24,user_23527,La verdadera autonomía es poder desconectarse sin miedo a desaparecer.,IA y Pérdida de Autonomía,positivo,43708,9970
126,2023-11-10,user_79504,¿Es realmente una elección si tres opciones fueron preseleccionadas por un código?,IA y Pérdida de Autonomía,negativo,23995,6132
127,2023-11-17,user_83771,El control social sutil transforma al ciudadano en usuario. Es innegable.,IA y Pérdida de Autonomía,neutral,25711,6338
128,2023-04-10,user_77964,¿Es la caja negra de la IA el precio inevitable de la modernidad?,IA y Pérdida de Autonomía,neutral,42345,12809
129,2023-07-30,user_41103,¿Somos conscientes de el biopoder o simplemente lo aceptamos?,IA y Pérdida de Autonomía,negativo,16963,3658
130,2023-03-16,user_92028,¿Somos conscientes de la servidumbre voluntaria o simplemente lo aceptamos?,IA y Pérdida de Autonomía,negativo,45778,10907
131,2023-03-13,user_44409,"Releyendo a Camus, entiendo mejor por qué la precariedad emocional nos afecta tanto.",Generación Z y Crisis de Sentido,negativo,26429,9395
132,2023-05-25,user_97891,La verdad incómoda es que la hiperconectividad está cambiando la forma en que nos relacionamos. Ya nada es igual.,Generación Z y Crisis de Sentido,negativo,51024,16558
133,2023-08-13,user_78551,"Leyendo sobre esto, pienso que el biopoder está cambiando la forma en que nos relacionamos. Ya nada es igual.",IA y Pérdida de Autonomía,neutral,44916,20550
134,2023-01-24,user_57151,El sesgo automatizado moldea nuestros deseos sin permiso. Es innegable.,IA y Pérdida de Autonomía,negativo,35537,8637
135,2023-05-15,user_66014,Entregamos nuestros datos biométricos por un filtro de orejas de perro.,IA y Pérdida de Autonomía,negativo,37779,11918
136,2023-03-24,user_57157,El miedo a perderse algo (fomo) nos impide ser auténticos. Es innegable.,Generación Z y Crisis de Sentido,negativo,29012,9430
137,2024-01-02,user_84538,"No sé si es paranoia, pero el biopoder está cambiando la forma en que nos relacionamos. Ya nada es igual.",IA y Pérdida de Autonomía,negativo,39908,19659
138,2022-06-05,user_38439,"Sinceramente, la servidumbre voluntaria está cambiando la forma en que nos relacionamos. Ya nada es igual.",IA y Pérdida de Autonomía,negativo,30386,10144
139,2022-08-27,user_39438,Me preocupa que el biopoder es el fin de la privacidad.,IA y Pérdida de Autonomía,negativo,48389,15261
140,2024-05-07,user_22374,Mi 'yo' digital es feliz y exitoso; mi 'yo' real está cansado.,Generación Z y Crisis de Sentido,negativo,23828,4254
141,2023-08-19,user_1692,Es evidente que la predicción del comportamiento está cambiando la forma en que nos relacionamos. Ya nada es igual.,IA y Pérdida de Autonomía,negativo,14637,3684
142,2022-01-23,user_38749,"Irónicamente, la precariedad emocional crea un abismo inmensurable.",Generación Z y Crisis de Sentido,negativo,11926,4069
143,2022-02-05,user_24094,Es evidente que la tiranía de la conveniencia nos vigila sin descanso.,IA y Pérdida de Autonomía,neutral,51081,7754
144,2024-03-22,user_55324,La verdad incómoda es que el determinismo tecnológico está cambiando la forma en que nos relacionamos. Ya nada es igual.,IA y Pérdida de Autonomía,negativo,1521,174
145,2022-03-01,user_92812,Zygmunt Bauman ya lo anticipó: la cultura del rendimiento es el gran desafío.,Generación Z y Crisis de Sentido,neutral,44587,20285
146,2022-03-22,user_92758,¿Podremos alguna vez escapar de el sesgo automatizado?,IA y Pérdida de Autonomía,negativo,41176,13713
147,2023-05-09,user_11358,Es evidente que la vigilancia algorítmica está cambiando la forma en que nos relacionamos. Ya nada es igual.,IA y Pérdida de Autonomía,neutral,2203,471
148,2022-12-28,user_31998,Heidegger ya lo anticipó: la pérdida de privacidad es el gran desafío.,IA y Pérdida de Autonomía,negativo,9913,3785
149,2023-02-08,user_75425,¿Somos conscientes de la pérdida de privacidad o simplemente lo aceptamos?,IA y Pérdida de Autonomía,negativo,58447,24523
150,2023-11-17,user_1176,El sesgo automatizado ya decidió por nosotros. Es innegable.,IA y Pérdida de Autonomía,negativo,15194,6734
151,2022-11-08,user_34058,La verdad incómoda es que la validación externa está cambiando la forma en que nos relacionamos. Ya nada es igual.,Generación Z y Crisis de Sentido,negativo,29826,9874
152,2023-07-12,user_89181,"Releyendo a Aldous Huxley, entiendo mejor por qué el determinismo tecnológico nos afecta tanto.",IA y Pérdida de Autonomía,neutral,12445,1262
153,2022-10-12,user_24148,"Irónicamente, la tiranía de la conveniencia está cambiando la forma en que nos relacionamos. Ya nada es igual.",IA y Pérdida de Autonomía,neutral,355,77
154,2023-03-26,user_43863,"Sinceramente, la ansiedad social es la enfermedad del siglo XXI.",Generación Z y Crisis de Sentido,negativo,52066,16372
155,2022-02-24,user_49377,El scroll infinito nos deja exhaustos y vacíos. Es innegable.,Generación Z y Crisis de Sentido,neutral,13240,1636
156,2024-01-31,user_48599,"El algoritmo no entiende de angustia existencial, solo de retención.",Generación Z y Crisis de Sentido,positivo,45891,3397
157,2022-02-21,user_51223,La ansiedad social es la enfermedad del siglo XXI. Es innegable.,Generación Z y Crisis de Sentido,neutral,55560,15018
158,2022-09-12,user_17356,Entregamos nuestros datos biométricos por un filtro de orejas de perro.,IA y Pérdida de Autonomía,neutral,7728,1455
159,2024-03-11,user_19678,Es evidente que la validación externa está cambiando la forma en que nos relacionamos. Ya nada es igual.,Generación Z y Crisis de Sentido,negativo,58544,22544
160,2023-07-14,user_67821,El sesgo automatizado nos vigila sin descanso. Es innegable.,IA y Pérdida de Autonomía,negativo,34947,15436
161,2024-05-16,user_61935,Vivimos editando nuestra vida para que encaje en 15 segundos.,Generación Z y Crisis de Sentido,negativo,50766,14479
162,2023-03-21,user_8529,la tiranía del like es exactamente lo que Mark Fisher temía.,Generación Z y Crisis de Sentido,positivo,22917,10571
163,2022-04-12,user_57469,Nadie habla suficiente de cómo la ansiedad social está cambiando la forma en que nos relacionamos. Ya nada es igual.,Generación Z y Crisis de Sentido,negativo,13124,3970
164,2023-10-10,user_39258,Hemos cambiado la eternidad por la viralidad momentánea.,Generación Z y Crisis de Sentido,neutral,25715,6369
165,2022-06-11,user_12468,"Irónicamente, el scroll infinito está cambiando la forma en que nos relacionamos. Ya nada es igual.",Generación Z y Crisis de Sentido,negativo,56049,22363
166,2023-12-28,user_93392,Nadie habla suficiente de cómo la vigilancia algorítmica está cambiando la forma en que nos relacionamos. Ya nada es igual.,IA y Pérdida de Autonomía,neutral,30580,140
167,2023-10-30,user_71425,La verdadera autonomía es poder desconectarse sin miedo a desaparecer.,IA y Pérdida de Autonomía,negativo,46674,19001
168,2023-04-28,user_38752,Nadie habla suficiente de cómo la caja negra de la IA está cambiando la forma en que nos relacionamos. Ya nada es igual.,IA y Pérdida de Autonomía,neutral,404,67
169,2023-02-19,user_19786,la precariedad emocional es exactamente lo que Lipovetsky temía.,Generación Z y Crisis de Sentido,negativo,45990,3140
170,2024-05-28,user_13701,Me preocupa que la caja negra de la IA está cambiando la forma en que nos relacionamos. Ya nada es igual.,IA y Pérdida de Autonomía,negativo,49696,13217
171,2022-07-30,user_7302,"Irónicamente, la soledad conectada está cambiando la forma en que nos relacionamos. Ya nada es igual.",Generación Z y Crisis de Sentido,neutral,20660,9804
172,2024-02-19,user_32038,Lo más triste de hoy es que la soledad conectada nos impide ser auténticos.,Generación Z y Crisis de Sentido,negativo,44064,12075
173,2022-08-07,user_57737,La verdad incómoda es que la precariedad emocional está cambiando la forma en que nos relacionamos. Ya nada es igual.,Generación Z y Crisis de Sentido,negativo,37560,13194
174,2022-03-04,user_41930,La comodidad de que Spotify elija mi música me está costando mi capacidad de descubrir.,IA y Pérdida de Autonomía,negativo,48875,19907
175,2024-03-06,user_14062,¿Podremos alguna vez escapar de la predicción del comportamiento?,IA y Pérdida de Autonomía,neutral,25718,9354
176,2023-02-09,user_13943,¿Podremos alguna vez escapar de el sesgo automatizado?,IA y Pérdida de Autonomía,negativo,9967,2101
177,2024-03-07,user_16701,Buscar sentido en un feed de TikTok es como buscar agua en el desierto.,Generación Z y Crisis de Sentido,negativo,45646,9289
178,2023-08-16,user_42484,Nadie habla suficiente de cómo el determinismo tecnológico socava la democracia silenciosamente.,IA y Pérdida de Autonomía,negativo,47158,11237
179,2022-10-08,user_54506,el burnout generacional es exactamente lo que Sartre temía.,Generación Z y Crisis de Sentido,negativo,19540,5747
180,2023-03-28,user_99405,Lo más triste de hoy es que la hiperconectividad está cambiando la forma en que nos relacionamos. Ya nada es igual.,Generación Z y Crisis de Sentido,negativo,19699,9404
181,2022-03-05,user_90346,La verdad incómoda es que la caja negra de la IA está cambiando la forma en que nos relacionamos. Ya nada es igual.,IA y Pérdida de Autonomía,neutral,27334,2174
182,2023-08-11,user_36652,"Si Shoshana Zuboff viera el dataismo hoy, estaría aterrorizado.",IA y Pérdida de Autonomía,negativo,44755,2475
183,2024-04-25,user_25684,Hemos cambiado la eternidad por la viralidad momentánea.,Generación Z y Crisis de Sentido,negativo,35220,15874
184,2023-02-25,user_1244,La comodidad de que Spotify elija mi música me está costando mi capacidad de descubrir.,IA y Pérdida de Autonomía,negativo,33010,8052
185,2022-02-23,user_25344,¿Hasta qué punto el biopoder define quiénes somos?,IA y Pérdida de Autonomía,neutral,26931,11973
186,2022-02-23,user_29917,¿Es la falta de compromiso el precio inevitable de la modernidad?,Generación Z y Crisis de Sentido,positivo,7525,961
187,2023-04-28,user_54891,"Como diría Byung-Chul Han, estamos atrapados en la ansiedad social.",Generación Z y Crisis de Sentido,negativo,15265,5636
